"App","Architecture Team","Asset Type","CCM Lite","CIS Asset Type","CIS Description","CIS Safeguard","CIS Security Function","CIS Title","CSF Category","CSF Category Identifier","CSF Function","Compute","Control ID","Control Specification","Control Title","Cybersecurity","Data","Description","GRC Team","HR","ISO 27001 Asset Type","ISO 27001 CIS Safeguard","ISO 27001 Description","ISO 27001 Security Function","ISO 27001 Title","IaaS","Internal Audit","Legal/Privacy","Metrics","Network","Objective","Operations","PaaS","Phys","Priority","Process Steps","Responsible Team","SW Development","SaaS","Scope","Security Function","Storage","Supply Chain Management","Title"
"TRUE","TRUE","Configuration management","No","Configuration management","Conduct regular audits of configuration settings to ensure compliance with security baselines.","12.3","Detect","Perform Regular Configuration Audits","Continuous Monitoring","DE.CM","Detect (DE)","TRUE","CEK-08","CSPs must provide the capability for CSCs to manage their own data
encryption keys.","CSC Key Management Capability","TRUE","TRUE","Conduct regular audits of configuration settings to ensure compliance with security baselines.","TRUE","TRUE","Configuration management","12.3","Conduct regular audits of configuration settings to ensure compliance with security baselines.","Detect","Perform Regular Configuration Audits","Shared","TRUE","TRUE","['Number of management incidents', 'Frequency of management reviews', 'Compliance rate with management policies']","TRUE","Maintain key management capabilities.","TRUE","Shared","TRUE","Priority 2","['Define Key Management Policies', 'Implement Management Procedures', 'Regularly Review Management', 'Update Procedures as Needed']","IT Security Team","TRUE","Shared","All key management activities.","Detect","TRUE","TRUE","Perform Regular Configuration Audits"
"TRUE","TRUE","Configuration management","No","Configuration management","Develop and maintain a secure configuration process for all IT systems to ensure compliance with security requirements.","12.4","Protect","Implement a Secure Configuration Process","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","CEK-09","Audit encryption and key management systems, policies, and processes
with a frequency that is proportional to the risk exposure of the system with
audit occurring preferably continuously but at least annually and after any
security event(s).","Encryption and Key Management Audit","TRUE","TRUE","Develop and maintain a secure configuration process for all IT systems to ensure compliance with security requirements.","TRUE","TRUE","Configuration management","12.4","Develop and maintain a secure configuration process for all IT systems to ensure compliance with security requirements.","Protect","Implement a Secure Configuration Process","Shared","TRUE","TRUE","['Number of audit findings', 'Frequency of audits', 'Compliance rate with audit policies']","TRUE","Audit encryption and key management.","TRUE","Shared","TRUE","Priority 2","['Define Audit Policies', 'Implement Audit Procedures', 'Regularly Conduct Audits', 'Update Procedures as Needed']","IT Security Team","TRUE","Shared","All encryption and key management activities.","Protect","TRUE","TRUE","Implement a Secure Configuration Process"
"TRUE","TRUE","Applications","Yes","Applications","Ensure that secure development practices are followed throughout the software development lifecycle to protect applications from threats.","12.5","Protect","Ensure Secure Software Development Practices","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","CEK-10","Generate Cryptographic keys using industry accepted cryptographic
libraries specifying the algorithm strength and the random number generator
used.","Key Generation","TRUE","TRUE","Ensure that secure development practices are followed throughout the software development lifecycle to protect applications from threats.","TRUE","TRUE","Applications","12.5","Ensure that secure development practices are followed throughout the software development lifecycle to protect applications from threats.","Protect","Ensure Secure Software Development Practices","Shared","TRUE","TRUE","['Number of generation incidents', 'Frequency of generation reviews', 'Compliance rate with generation policies']","TRUE","Ensure secure key generation.","TRUE","Shared","TRUE","Priority 2","['Define Key Generation Policies', 'Implement Generation Procedures', 'Regularly Review Generation', 'Update Procedures as Needed']","IT Security Team","TRUE","Shared","All key generation activities.","Protect","TRUE","TRUE","Ensure Secure Software Development Practices"
"TRUE","TRUE","Applications","No","Applications","Regularly test applications for security vulnerabilities to ensure they meet security requirements and are free from known vulnerabilities.","12.6","Detect","Regularly Test Applications for Security Vulnerabilities","Continuous Monitoring","DE.CM","Detect (DE)","TRUE","CEK-11","Manage cryptographic secret and private keys that are provisioned
for a unique purpose.","Key Purpose","TRUE","TRUE","Regularly test applications for security vulnerabilities to ensure they meet security requirements and are free from known vulnerabilities.","TRUE","TRUE","Applications","12.6","Regularly test applications for security vulnerabilities to ensure they meet security requirements and are free from known vulnerabilities.","Detect","Regularly Test Applications for Security Vulnerabilities","Shared","TRUE","TRUE","['Number of purpose-related incidents', 'Frequency of purpose reviews', 'Compliance rate with purpose policies']","TRUE","Define key purposes.","TRUE","Shared","TRUE","Priority 2","['Define Key Purpose Policies', 'Implement Purpose Procedures', 'Regularly Review Purposes', 'Update Procedures as Needed']","IT Security Team","TRUE","Shared","All key management activities.","Detect","TRUE","TRUE","Regularly Test Applications for Security Vulnerabilities"
"TRUE","TRUE","Vulnerability management","Yes","Vulnerability management","Develop and maintain a process for identifying, prioritizing, and mitigating vulnerabilities in enterprise assets.","13.1","Protect","Implement a Vulnerability Management Process","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","CEK-12","Rotate cryptographic keys in accordance with the calculated cryptoperiod,
which includes provisions for considering the risk of information disclosure
and legal and regulatory requirements.","Key Rotation","TRUE","TRUE","Develop and maintain a process for identifying, prioritizing, and mitigating vulnerabilities in enterprise assets.","TRUE","TRUE","Vulnerability management","13.1","Develop and maintain a process for identifying, prioritizing, and mitigating vulnerabilities in enterprise assets.","Protect","Implement a Vulnerability Management Process","Shared","TRUE","TRUE","['Number of rotation incidents', 'Frequency of rotation reviews', 'Compliance rate with rotation policies']","TRUE","Rotate keys regularly.","TRUE","Shared","TRUE","Priority 2","['Define Key Rotation Policies', 'Implement Rotation Procedures', 'Regularly Review Rotation', 'Update Procedures as Needed']","IT Security Team","TRUE","Shared","All key management activities.","Protect","TRUE","TRUE","Implement a Vulnerability Management Process"
"TRUE","TRUE","Vulnerability management","Yes","Vulnerability management","Conduct regular scans of enterprise assets to identify vulnerabilities and ensure they are addressed in a timely manner.","13.2","Detect","Conduct Regular Vulnerability Scans","Continuous Monitoring","DE.CM","Detect (DE)","TRUE","CEK-13","Define, implement and evaluate processes, procedures and technical
measures to revoke and remove cryptographic keys prior to the end of its established
cryptoperiod, when a key is compromised, or an entity is no longer part of the
organization, which include provisions for legal and regulatory requirements.","Key Revocation","TRUE","TRUE","Conduct regular scans of enterprise assets to identify vulnerabilities and ensure they are addressed in a timely manner.","TRUE","TRUE","Vulnerability management","13.2","Conduct regular scans of enterprise assets to identify vulnerabilities and ensure they are addressed in a timely manner.","Detect","Conduct Regular Vulnerability Scans","Shared","TRUE","TRUE","['Number of revocation incidents', 'Frequency of revocation reviews', 'Compliance rate with revocation policies']","TRUE","Revoke keys when necessary.","TRUE","Shared","TRUE","Priority 2","['Define Key Revocation Policies', 'Implement Revocation Procedures', 'Regularly Review Revocation', 'Update Procedures as Needed']","IT Security Team","TRUE","Shared","All key management activities.","Detect","TRUE","TRUE","Conduct Regular Vulnerability Scans"
"TRUE","TRUE","Vulnerability management","Yes","Vulnerability management","Ensure that security patches and updates are applied in a timely manner to mitigate vulnerabilities.","13.3","Protect","Apply Security Patches and Updates","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","CEK-14","Define, implement and evaluate processes, procedures and technical
measures to destroy keys stored outside a secure environment and revoke keys
stored in Hardware Security Modules (HSMs) when they are no longer needed, which
include provisions for legal and regulatory requirements.","Key Destruction","TRUE","TRUE","Ensure that security patches and updates are applied in a timely manner to mitigate vulnerabilities.","TRUE","TRUE","Vulnerability management","13.3","Ensure that security patches and updates are applied in a timely manner to mitigate vulnerabilities.","Protect","Apply Security Patches and Updates","Shared","TRUE","TRUE","['Number of destruction incidents', 'Frequency of destruction reviews', 'Compliance rate with destruction policies']","TRUE","Destroy keys securely.","TRUE","Shared","TRUE","Priority 2","['Define Key Destruction Policies', 'Implement Destruction Procedures', 'Regularly Review Destruction', 'Update Procedures as Needed']","IT Security Team","TRUE","Shared","All key management activities.","Protect","TRUE","TRUE","Apply Security Patches and Updates"
"TRUE","TRUE","Vulnerability management","No","Vulnerability management","Develop and maintain a patch management process to ensure that patches are applied in a timely and secure manner.","13.4","Protect","Implement a Patch Management Process","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","CEK-15","Define, implement and evaluate processes, procedures and technical
measures to create keys in a pre-activated state when they have been generated
but not authorized for use, which include provisions for legal and regulatory
requirements.","Key Activation","TRUE","TRUE","Develop and maintain a patch management process to ensure that patches are applied in a timely and secure manner.","TRUE","TRUE","Vulnerability management","13.4","Develop and maintain a patch management process to ensure that patches are applied in a timely and secure manner.","Protect","Implement a Patch Management Process","Shared","TRUE","TRUE","['Number of activation incidents', 'Frequency of activation reviews', 'Compliance rate with activation policies']","TRUE","Activate keys securely.","TRUE","Shared","TRUE","Priority 2","['Define Key Activation Policies', 'Implement Activation Procedures', 'Regularly Review Activation', 'Update Procedures as Needed']","IT Security Team","TRUE","Shared","All key management activities.","Protect","TRUE","TRUE","Implement a Patch Management Process"
"TRUE","TRUE","Training programs","No","Training programs","Develop and maintain a security awareness training program to educate employees about security policies and procedures.","14.1","Protect","Establish Security Awareness Training","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","CEK-16","Define, implement and evaluate processes, procedures and technical
measures to monitor, review and approve key transitions from any state to/from
suspension, which include provisions for legal and regulatory requirements.","Key Suspension","TRUE","TRUE","Develop and maintain a security awareness training program to educate employees about security policies and procedures.","TRUE","TRUE","Training programs","14.1","Develop and maintain a security awareness training program to educate employees about security policies and procedures.","Protect","Establish Security Awareness Training","Shared","TRUE","TRUE","['Number of suspension incidents', 'Frequency of suspension reviews', 'Compliance rate with suspension policies']","TRUE","Suspend keys when necessary.","TRUE","Shared","TRUE","Priority 2","['Define Key Suspension Policies', 'Implement Suspension Procedures', 'Regularly Review Suspension', 'Update Procedures as Needed']","IT Security Team","TRUE","Shared","All key management activities.","Protect","TRUE","TRUE","Establish Security Awareness Training"
"TRUE","TRUE","Training programs","No","Training programs","Ensure that security awareness training is conducted regularly for all employees.","14.2","Protect","Conduct Regular Security Awareness Training","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","CEK-17","Define, implement and evaluate processes, procedures and technical
measures to deactivate keys at the time of their expiration date, which include
provisions for legal and regulatory requirements.","Key Deactivation","TRUE","TRUE","Ensure that security awareness training is conducted regularly for all employees.","TRUE","TRUE","Training programs","14.2","Ensure that security awareness training is conducted regularly for all employees.","Protect","Conduct Regular Security Awareness Training","Shared","TRUE","TRUE","['Number of deactivation incidents', 'Frequency of deactivation reviews', 'Compliance rate with deactivation policies']","TRUE","Deactivate keys securely.","TRUE","Shared","TRUE","Priority 2","['Define Key Deactivation Policies', 'Implement Deactivation Procedures', 'Regularly Review Deactivation', 'Update Procedures as Needed']","IT Security Team","TRUE","Shared","All key management activities.","Protect","TRUE","TRUE","Conduct Regular Security Awareness Training"
"TRUE","TRUE","Training programs","No","Training programs","Encourage a culture of security awareness and responsibility within the organization.","14.3","Protect","Promote a Security-First Culture","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","CEK-18","Define, implement and evaluate processes, procedures and technical
measures to manage archived keys in a secure repository requiring least privilege
access, which include provisions for legal and regulatory requirements.","Key Archival","TRUE","TRUE","Encourage a culture of security awareness and responsibility within the organization.","TRUE","TRUE","Training programs","14.3","Encourage a culture of security awareness and responsibility within the organization.","Protect","Promote a Security-First Culture","Shared","TRUE","TRUE","['Number of archival incidents', 'Frequency of archival reviews', 'Compliance rate with archival policies']","TRUE","Archive keys securely.","TRUE","Shared","TRUE","Priority 2","['Define Key Archival Policies', 'Implement Archival Procedures', 'Regularly Review Archival', 'Update Procedures as Needed']","IT Security Team","TRUE","Shared","All key management activities.","Protect","TRUE","TRUE","Promote a Security-First Culture"
"TRUE","TRUE","Data","No","Data","Establish and enforce a data security policy to protect sensitive data.","15.1","Protect","Implement a Data Security Policy","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","CEK-19","Define, implement and evaluate processes, procedures and technical
measures to use compromised keys to encrypt information only in controlled circumstance,
and thereafter exclusively for decrypting data and never for encrypting data,
which include provisions for legal and regulatory requirements.","Key Compromise","TRUE","TRUE","Establish and enforce a data security policy to protect sensitive data.","TRUE","TRUE","Data","15.1","Establish and enforce a data security policy to protect sensitive data.","Protect","Implement a Data Security Policy","Shared","TRUE","TRUE","['Number of compromise incidents', 'Frequency of compromise reviews', 'Compliance rate with compromise policies']","TRUE","Manage key compromises.","TRUE","Shared","TRUE","Priority 2","['Define Key Compromise Policies', 'Implement Compromise Procedures', 'Regularly Review Compromises', 'Update Procedures as Needed']","IT Security Team","TRUE","Shared","All key management activities.","Protect","TRUE","TRUE","Implement a Data Security Policy"
"TRUE","TRUE","Data","No","Data","Ensure that sensitive data is encrypted both in transit and at rest.","15.2","Protect","Encrypt Sensitive Data","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","CEK-20","Define, implement and evaluate processes, procedures and technical
measures to assess the risk to operational continuity versus the risk of the
keying material and the information it protects being exposed if control of
the keying material is lost, which include provisions for legal and regulatory
requirements.","Key Recovery","TRUE","TRUE","Ensure that sensitive data is encrypted both in transit and at rest.","TRUE","TRUE","Data","15.2","Ensure that sensitive data is encrypted both in transit and at rest.","Protect","Encrypt Sensitive Data","Shared","TRUE","TRUE","['Number of recovery incidents', 'Frequency of recovery reviews', 'Compliance rate with recovery policies']","TRUE","Recover keys securely.","TRUE","Shared","TRUE","Priority 2","['Define Key Recovery Policies', 'Implement Recovery Procedures', 'Regularly Review Recovery', 'Update Procedures as Needed']","IT Security Team","TRUE","Shared","All key management activities.","Protect","TRUE","TRUE","Encrypt Sensitive Data"
"TRUE","TRUE","Data","No","Data","Implement data loss prevention (DLP) solutions to protect sensitive data from unauthorized access or transfer.","15.3","Protect","Implement Data Loss Prevention","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","CEK-21","Define, implement and evaluate processes, procedures and technical
measures in order for the key management system to track and report all cryptographic
materials and changes in status, which include provisions for legal and regulatory
requirements.","Key Inventory Management","TRUE","TRUE","Implement data loss prevention (DLP) solutions to protect sensitive data from unauthorized access or transfer.","TRUE","TRUE","Data","15.3","Implement data loss prevention (DLP) solutions to protect sensitive data from unauthorized access or transfer.","Protect","Implement Data Loss Prevention","Shared","TRUE","TRUE","['Number of inventory incidents', 'Frequency of inventory reviews', 'Compliance rate with inventory policies']","TRUE","Manage key inventory effectively.","TRUE","Shared","TRUE","Priority 2","['Define Key Inventory Policies', 'Implement Inventory Procedures', 'Regularly Review Inventory', 'Update Procedures as Needed']","IT Security Team","TRUE","Shared","All key management activities.","Protect","TRUE","TRUE","Implement Data Loss Prevention"
"TRUE","TRUE","Data","No","Data","Ensure that data is securely disposed of when it is no longer needed.","15.4","Protect","Securely Dispose of Data","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","DCS-01","Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures for the secure disposal of equipment used outside the
organization's premises. If the equipment is not physically destroyed a data
destruction procedure that renders recovery of information impossible must be
applied. Review and update the policies and procedures at least annually.","Off-Site Equipment Disposal Policy and Procedures","TRUE","TRUE","Ensure that data is securely disposed of when it is no longer needed.","TRUE","FALSE","Data","15.4","Ensure that data is securely disposed of when it is no longer needed.","Protect","Securely Dispose of Data","CSP-Owned","TRUE","TRUE","['Number of physical security breaches', 'Frequency of policy updates', 'Compliance rate with physical security policies']","TRUE","Ensure physical security.","TRUE","CSP-Owned","TRUE","Priority 3","['Define Physical Security Policies', 'Implement Security Measures', 'Regularly Monitor Physical Security', 'Update Policies as Needed']","Facilities Management Team","FALSE","CSP-Owned","All data center facilities.","Protect","TRUE","FALSE","Securely Dispose of Data"
"TRUE","TRUE","Applications","No","Applications","Ensure that security controls are implemented throughout the software development lifecycle to protect applications from threats.","16.1","Protect","Implement Application Security Controls","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","DCS-02","Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures for the relocation or transfer of hardware, software,
or data/information to an offsite or alternate location. The relocation or transfer
request requires the written or cryptographically verifiable authorization.
Review and update the policies and procedures at least annually.","Off-Site Transfer Authorization Policy and Procedures","TRUE","TRUE","Ensure that security controls are implemented throughout the software development lifecycle to protect applications from threats.","TRUE","FALSE","Applications","16.1","Ensure that security controls are implemented throughout the software development lifecycle to protect applications from threats.","Protect","Implement Application Security Controls","CSP-Owned","TRUE","TRUE","['Number of unauthorized access incidents', 'Frequency of policy updates', 'Compliance rate with access control policies']","TRUE","Control access to data centers.","TRUE","CSP-Owned","TRUE","Priority 3","['Define Access Control Policies', 'Implement Access Control Systems', 'Regularly Monitor Access Control', 'Update Policies as Needed']","Facilities Management Team","FALSE","CSP-Owned","All data center facilities.","Protect","TRUE","FALSE","Implement Application Security Controls"
"FALSE","TRUE","Applications","Yes","Applications","Regularly test applications for security vulnerabilities.","16.2","Detect","Conduct Application Security Testing","Continuous Monitoring","DE.CM","Detect (DE)","FALSE","DCS-03","Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures for maintaining a safe and secure working environment
in offices, rooms, and facilities. Review and update the policies and procedures
at least annually.","Secure Area Policy and Procedures","FALSE","FALSE","Regularly test applications for security vulnerabilities.","TRUE","FALSE","Applications","16.2","Regularly test applications for security vulnerabilities.","Detect","Conduct Application Security Testing","CSP-Owned","TRUE","TRUE","['Number of access monitoring incidents', 'Frequency of policy updates', 'Compliance rate with access monitoring policies']","TRUE","Monitor physical access.","TRUE","CSP-Owned","FALSE","Priority 3","['Define Access Monitoring Policies', 'Implement Monitoring Systems', 'Regularly Monitor Physical Access', 'Update Policies as Needed']","Facilities Management Team","FALSE","CSP-Owned","All data center facilities.","Detect","FALSE","FALSE","Conduct Application Security Testing"
"FALSE","FALSE","Applications","No","Applications","Ensure that secure development practices are followed during the design, development, and deployment of applications.","16.3","Protect","Implement Secure Development Practices","Technology Infrastructure Resilience","PR.IR","Protect (PR)","FALSE","DCS-04","Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures for the secure transportation of physical media. Review
and update the policies and procedures at least annually.","Secure Media Transportation Policy and Procedures","FALSE","FALSE","Ensure that secure development practices are followed during the design, development, and deployment of applications.","TRUE","FALSE","Applications","16.3","Ensure that secure development practices are followed during the design, development, and deployment of applications.","Protect","Implement Secure Development Practices","CSP-Owned","TRUE","TRUE","['Number of environmental control incidents', 'Frequency of policy updates', 'Compliance rate with environmental control policies']","FALSE","Ensure environmental controls.","TRUE","CSP-Owned","FALSE","Priority 3","['Define Environmental Control Policies', 'Implement Control Systems', 'Regularly Monitor Environmental Controls', 'Update Policies as Needed']","Facilities Management Team","FALSE","CSP-Owned","All data center facilities.","Protect","FALSE","FALSE","Implement Secure Development Practices"
"TRUE","TRUE","Applications","Yes","Applications","Develop and maintain a comprehensive application security program to protect applications throughout their lifecycle.","16.4","Protect","Establish an Application Security Program","Technology Infrastructure Resilience","PR.IR","Protect (PR)","TRUE","DCS-05","Classify and document the physical, and logical assets (e.g., applications)
based on the organizational business risk.","Assets Classification","FALSE","TRUE","Develop and maintain a comprehensive application security program to protect applications throughout their lifecycle.","TRUE","TRUE","Applications","16.4","Develop and maintain a comprehensive application security program to protect applications throughout their lifecycle.","Protect","Establish an Application Security Program","Shared","TRUE","TRUE","['Number of fire suppression incidents', 'Frequency of policy updates', 'Compliance rate with fire suppression policies']","TRUE","Implement fire suppression systems.","TRUE","Shared","TRUE","Priority 3","['Define Fire Suppression Policies', 'Implement Fire Suppression Systems', 'Regularly Test Fire Systems', 'Update Policies as Needed']","Facilities Management Team","FALSE","Shared","All data center facilities.","Protect","TRUE","FALSE","Establish an Application Security Program"
"TRUE","FALSE","Monitoring systems","Yes","Monitoring systems","Establish a security monitoring and detection program that continuously monitors for potential threats and anomalies.","17.1","Detect","Implement a Security Monitoring and Detection Program","Continuous Monitoring","DE.CM","Detect (DE)","TRUE","DCS-06","Catalogue and track all relevant physical and logical assets located
at all of the CSP's sites within a secured system.","Assets Cataloguing and Tracking","TRUE","TRUE","Establish a security monitoring and detection program that continuously monitors for potential threats and anomalies.","FALSE","FALSE","Monitoring systems","17.1","Establish a security monitoring and detection program that continuously monitors for potential threats and anomalies.","Detect","Implement a Security Monitoring and Detection Program","Shared","FALSE","FALSE","['Number of power supply incidents', 'Frequency of policy updates', 'Compliance rate with power supply policies']","TRUE","Ensure power supply stability.","TRUE","Shared","TRUE","Priority 3","['Define Power Supply Policies', 'Implement Power Stability Measures', 'Regularly Monitor Power Supply', 'Update Policies as Needed']","Facilities Management Team","FALSE","Shared","All data center facilities.","Detect","TRUE","FALSE","Implement a Security Monitoring and Detection Program"
"FALSE","FALSE","Network","No","Network","Deploy intrusion detection and prevention systems (IDPS) to monitor network traffic and detect or prevent malicious activities.","17.2","Detect","Deploy Intrusion Detection and Prevention Systems","Continuous Monitoring","DE.CM","Detect (DE)","FALSE","DCS-07","Implement physical security perimeters to safeguard personnel, data,
and information systems. Establish physical security perimeters between the
administrative and business areas and the data storage and processing facilities
areas.","Controlled Access Points","FALSE","FALSE","Deploy intrusion detection and prevention systems (IDPS) to monitor network traffic and detect or prevent malicious activities.","FALSE","FALSE","Network","17.2","Deploy intrusion detection and prevention systems (IDPS) to monitor network traffic and detect or prevent malicious activities.","Detect","Deploy Intrusion Detection and Prevention Systems","CSP-Owned","FALSE","FALSE","['Number of environmental incidents', 'Frequency of policy updates', 'Compliance rate with monitoring policies']","FALSE","Monitor environmental conditions.","TRUE","CSP-Owned","FALSE","Priority 3","['Define Environmental Monitoring Policies', 'Implement Monitoring Systems', 'Regularly Monitor Conditions', 'Update Policies as Needed']","Facilities Management Team","FALSE","CSP-Owned","All data center facilities.","Detect","FALSE","TRUE","Deploy Intrusion Detection and Prevention Systems"
"TRUE","TRUE","Log management","No","Log management","Ensure that logging is enabled and appropriately configured across the enterprise to capture security-relevant information.","17.3","Detect","Ensure Logging is Enabled Across the Enterprise","Continuous Monitoring","DE.CM","Detect (DE)","TRUE","DCS-08","Use equipment identification as a method for connection authentication.","Equipment Identification","TRUE","TRUE","Ensure that logging is enabled and appropriately configured across the enterprise to capture security-relevant information.","FALSE","FALSE","Log management","17.3","Ensure that logging is enabled and appropriately configured across the enterprise to capture security-relevant information.","Detect","Ensure Logging is Enabled Across the Enterprise","CSP-Owned","FALSE","FALSE","['Number of facility management incidents', 'Frequency of policy updates', 'Compliance rate with management policies']","TRUE","Manage data center facilities.","TRUE","CSP-Owned","TRUE","Priority 3","['Define Facility Management Policies', 'Develop Management Processes', 'Regularly Monitor Facilities', 'Update Policies as Needed']","Facilities Management Team","TRUE","CSP-Owned","All data center operations.","Detect","TRUE","FALSE","Ensure Logging is Enabled Across the Enterprise"
"FALSE","FALSE","Log management","No","Log management","Implement a centralized log management system to collect, correlate, and analyze logs from across the enterprise.","17.4","Detect","Implement Centralized Log Management","Continuous Monitoring","DE.CM","Detect (DE)","FALSE","DCS-09","Allow only authorized personnel access to secure areas, with all
ingress and egress points restricted, documented, and monitored by physical
access control mechanisms. Retain access control records on a periodic basis
as deemed appropriate by the organization.","Secure Area Authorization","FALSE","FALSE","Implement a centralized log management system to collect, correlate, and analyze logs from across the enterprise.","FALSE","FALSE","Log management","17.4","Implement a centralized log management system to collect, correlate, and analyze logs from across the enterprise.","Detect","Implement Centralized Log Management","CSP-Owned","FALSE","FALSE","['Number of disposal incidents', 'Frequency of policy updates', 'Compliance rate with disposal policies']","FALSE","Ensure secure disposal of equipment.","TRUE","CSP-Owned","FALSE","Priority 3","['Define Disposal Policies', 'Implement Secure Disposal Methods', 'Regularly Monitor Disposal Processes', 'Update Policies as Needed']","Facilities Management Team","FALSE","CSP-Owned","All data center equipment.","Detect","FALSE","TRUE","Implement Centralized Log Management"
"FALSE","FALSE","Log management","No","Log management","Ensure that logs are retained for an appropriate period and are protected from tampering or unauthorized access.","17.5","Protect","Establish Log Retention and Protection Policies","Technology Infrastructure Resilience","PR.IR","Protect (PR)","FALSE","DCS-10","Implement, maintain, and operate datacenter surveillance systems
at the external perimeter and at all the ingress and egress points to detect
unauthorized ingress and egress attempts.","Surveillance System","FALSE","FALSE","Ensure that logs are retained for an appropriate period and are protected from tampering or unauthorized access.","FALSE","FALSE","Log management","17.5","Ensure that logs are retained for an appropriate period and are protected from tampering or unauthorized access.","Protect","Establish Log Retention and Protection Policies","CSP-Owned","FALSE","FALSE","['Number of documentation updates', 'Frequency of policy updates', 'Compliance rate with documentation policies']","FALSE","Maintain data center documentation.","TRUE","CSP-Owned","FALSE","Priority 3","['Define Documentation Policies', 'Develop Documentation Processes', 'Regularly Review Documentation', 'Update Policies as Needed']","Facilities Management Team","FALSE","CSP-Owned","All data center facilities.","Protect","FALSE","TRUE","Establish Log Retention and Protection Policies"
"FALSE","FALSE","Incident response procedures","No","Incident response procedures","Develop and implement procedures for detecting, analyzing, and responding to security incidents.","18.1","Respond","Implement Incident Detection and Response Procedures","Incident Management","RS.MA","Respond (RS)","FALSE","DCS-11","Train datacenter personnel to respond to unauthorized ingress or
egress attempts.","Unauthorized Access Response Training","FALSE","FALSE","Develop and implement procedures for detecting, analyzing, and responding to security incidents.","TRUE","TRUE","Incident response procedures","18.1","Develop and implement procedures for detecting, analyzing, and responding to security incidents.","Respond","Implement Incident Detection and Response Procedures","CSP-Owned","FALSE","FALSE","['Number of resilience incidents', 'Frequency of policy updates', 'Compliance rate with resilience policies']","FALSE","Ensure data center resilience.","TRUE","CSP-Owned","FALSE","Priority 3","['Define Resilience Policies', 'Implement Resilience Measures', 'Regularly Monitor Resilience', 'Update Policies as Needed']","Facilities Management Team","FALSE","CSP-Owned","All data center operations.","Respond","FALSE","FALSE","Implement Incident Detection and Response Procedures"
"FALSE","FALSE","Incident response procedures","No","Incident response procedures","Establish and maintain an incident response team that is trained and equipped to handle security incidents effectively.","18.2","Respond","Ensure Incident Response Team Readiness","Incident Management","RS.MA","Respond (RS)","TRUE","DCS-12","Define, implement and evaluate processes, procedures and technical
measures that ensure a risk-based protection of power and telecommunication
cables from a threat of interception, interference or damage at all facilities,
offices and rooms.","Cabling Security","FALSE","FALSE","Establish and maintain an incident response team that is trained and equipped to handle security incidents effectively.","FALSE","FALSE","Incident response procedures","18.2","Establish and maintain an incident response team that is trained and equipped to handle security incidents effectively.","Respond","Ensure Incident Response Team Readiness","CSP-Owned","FALSE","FALSE","['Number of natural disaster incidents', 'Frequency of policy updates', 'Compliance rate with protection policies']","TRUE","Protect data center from natural disasters.","TRUE","CSP-Owned","TRUE","Priority 3","['Define Disaster Protection Policies', 'Implement Protection Measures', 'Regularly Monitor Protection', 'Update Policies as Needed']","Facilities Management Team","FALSE","CSP-Owned","All data center facilities.","Respond","TRUE","TRUE","Ensure Incident Response Team Readiness"
"FALSE","FALSE","Incident response procedures","No","Incident response procedures","Regularly conduct incident response exercises to test and improve the effectiveness of incident response procedures.","18.3","Respond","Conduct Incident Response Exercises","Incident Management","RS.MA","Respond (RS)","FALSE","DCS-13","Implement and maintain data center environmental control systems
that monitor, maintain and test for continual effectiveness the temperature
and humidity conditions within accepted industry standards.","Environmental Systems","TRUE","FALSE","Regularly conduct incident response exercises to test and improve the effectiveness of incident response procedures.","TRUE","FALSE","Incident response procedures","18.3","Regularly conduct incident response exercises to test and improve the effectiveness of incident response procedures.","Respond","Conduct Incident Response Exercises","CSP-Owned","TRUE","FALSE","['Number of maintenance incidents', 'Frequency of policy updates', 'Compliance rate with maintenance policies']","FALSE","Ensure secure maintenance of facilities.","TRUE","CSP-Owned","TRUE","Priority 3","['Define Maintenance Policies', 'Implement Secure Maintenance Procedures', 'Regularly Monitor Maintenance', 'Update Policies as Needed']","Facilities Management Team","FALSE","CSP-Owned","All data center operations.","Respond","FALSE","TRUE","Conduct Incident Response Exercises"
